"","org","category","type","expense name","expenditureactual","description","expectedattendees","event off campus","collabhso","collabrso","speaker","eventsplanned","attendactual","eventsactual","rollover","externalreceived","totalrollover","date","amount"
"831","Public Finance Association","social","refreshments","Public Finance & Transportation Planning Event (w/ YPT & Harris Alumni), collab with UPSA",NA,"Organized in collaboration with Young Professionals in Transportation (YPT). Speaker: Daryl McNabb from R.M. Chin, discussing aviation finance and planning. Potential Harris alumni panel on capital budgeting and capital planning. Event format to include a presentation followed by a networking session. Collaboration with Urban Policy Student Association.",50,"No","No","Yes, in collaboration with Young Professionals in Transportation (YPT)","Yes, Daryl McNabb from R.M. Chin. Potential Harris alumni panel",7,40,1,593,0,593,NA,500
"832","Public Finance Association","social","supplies","Public Finance & Transportation Planning Event (w/ YPT & Harris Alumni), collab with UPSA",NA,"Organized in collaboration with Young Professionals in Transportation (YPT). Speaker: Daryl McNabb from R.M. Chin, discussing aviation finance and planning. Potential Harris alumni panel on capital budgeting and capital planning. Event format to include a presentation followed by a networking session. Collaboration with Urban Policy Student Association.",50,"No","No","Yes, in collaboration with Young Professionals in Transportation (YPT)","Yes, Daryl McNabb from R.M. Chin. Potential Harris alumni panel",7,40,1,593,0,593,NA,NA
"833","Public Finance Association","social","equipment","Public Finance & Transportation Planning Event (w/ YPT & Harris Alumni), collab with UPSA",NA,"Organized in collaboration with Young Professionals in Transportation (YPT). Speaker: Daryl McNabb from R.M. Chin, discussing aviation finance and planning. Potential Harris alumni panel on capital budgeting and capital planning. Event format to include a presentation followed by a networking session. Collaboration with Urban Policy Student Association.",50,"No","No","Yes, in collaboration with Young Professionals in Transportation (YPT)","Yes, Daryl McNabb from R.M. Chin. Potential Harris alumni panel",7,40,1,593,0,593,NA,NA
"834","Public Finance Association","social","services","Public Finance & Transportation Planning Event (w/ YPT & Harris Alumni), collab with UPSA",NA,"Organized in collaboration with Young Professionals in Transportation (YPT). Speaker: Daryl McNabb from R.M. Chin, discussing aviation finance and planning. Potential Harris alumni panel on capital budgeting and capital planning. Event format to include a presentation followed by a networking session. Collaboration with Urban Policy Student Association.",50,"No","No","Yes, in collaboration with Young Professionals in Transportation (YPT)","Yes, Daryl McNabb from R.M. Chin. Potential Harris alumni panel",7,40,1,593,0,593,NA,NA
"835","Public Finance Association","social","miscellaneous","Public Finance & Transportation Planning Event (w/ YPT & Harris Alumni), collab with UPSA",NA,"Organized in collaboration with Young Professionals in Transportation (YPT). Speaker: Daryl McNabb from R.M. Chin, discussing aviation finance and planning. Potential Harris alumni panel on capital budgeting and capital planning. Event format to include a presentation followed by a networking session. Collaboration with Urban Policy Student Association.",50,"No","No","Yes, in collaboration with Young Professionals in Transportation (YPT)","Yes, Daryl McNabb from R.M. Chin. Potential Harris alumni panel",7,40,1,593,0,593,NA,NA
"836","PMPSA (Public Management and Policy Student Association)","cultural","refreshments","End of the Core Celebration",300,NA,NA,NA,NA,NA,NA,NA,0,2,947,0,947,NA,NA
"837","PMPSA (Public Management and Policy Student Association)","cultural","supplies","End of the Core Celebration",300,NA,NA,NA,NA,NA,NA,NA,0,2,947,0,947,NA,NA
"838","PMPSA (Public Management and Policy Student Association)","cultural","equipment","End of the Core Celebration",300,NA,NA,NA,NA,NA,NA,NA,0,2,947,0,947,NA,NA
"839","PMPSA (Public Management and Policy Student Association)","cultural","services","End of the Core Celebration",300,NA,NA,NA,NA,NA,NA,NA,0,2,947,0,947,NA,NA
"840","PMPSA (Public Management and Policy Student Association)","cultural","miscellaneous","End of the Core Celebration",300,NA,NA,NA,NA,NA,NA,NA,0,2,947,0,947,NA,NA
"841","PMPSA (Public Management and Policy Student Association)","cultural","refreshments","Note: Background on Why We Did Not Hold Events This Quarter

We have already reached out to our current HSO advisor that, due to delays in the reimbursement process, we were unable to hold any events in the 2025 Winter Quarter though we got allocations from HSG.

In the 2024 Autumn Quarter, we used up all the allocated budget and successfully hosted valuable events. Following the rules, we also submitted reimbursement applications for the expenses incurred within one week of each event.

However, despite reaching out to our previous HSO advisor during the 2024 Autumn Quarter several times regarding the delay in the refund process, the actual processing did not begin until the middle of the Winter Quarter of 2025. Furthermore, some of the refund amounts have still not been reimbursed. (We are very grateful to our current HSO advisor, Erin, for processing the matter promptly this quarter.)

Given these circumstances, we determined that holding new events would be challenging, as additional financial issues might arise. Instead, since HSG has indeed provided funding, we have already applied for a $300 sponsorship for the Core Celebration so that we can support first-year students as well as HSG as an HSO member. We hope for your understanding regarding our decision to forgo events this quarter.",NA,NA,NA,NA,NA,NA,NA,NA,0,2,947,0,947,NA,NA
"842","PMPSA (Public Management and Policy Student Association)","cultural","supplies","Note: Background on Why We Did Not Hold Events This Quarter

We have already reached out to our current HSO advisor that, due to delays in the reimbursement process, we were unable to hold any events in the 2025 Winter Quarter though we got allocations from HSG.

In the 2024 Autumn Quarter, we used up all the allocated budget and successfully hosted valuable events. Following the rules, we also submitted reimbursement applications for the expenses incurred within one week of each event.

However, despite reaching out to our previous HSO advisor during the 2024 Autumn Quarter several times regarding the delay in the refund process, the actual processing did not begin until the middle of the Winter Quarter of 2025. Furthermore, some of the refund amounts have still not been reimbursed. (We are very grateful to our current HSO advisor, Erin, for processing the matter promptly this quarter.)

Given these circumstances, we determined that holding new events would be challenging, as additional financial issues might arise. Instead, since HSG has indeed provided funding, we have already applied for a $300 sponsorship for the Core Celebration so that we can support first-year students as well as HSG as an HSO member. We hope for your understanding regarding our decision to forgo events this quarter.",NA,NA,NA,NA,NA,NA,NA,NA,0,2,947,0,947,NA,NA
"843","PMPSA (Public Management and Policy Student Association)","cultural","equipment","Note: Background on Why We Did Not Hold Events This Quarter

We have already reached out to our current HSO advisor that, due to delays in the reimbursement process, we were unable to hold any events in the 2025 Winter Quarter though we got allocations from HSG.

In the 2024 Autumn Quarter, we used up all the allocated budget and successfully hosted valuable events. Following the rules, we also submitted reimbursement applications for the expenses incurred within one week of each event.

However, despite reaching out to our previous HSO advisor during the 2024 Autumn Quarter several times regarding the delay in the refund process, the actual processing did not begin until the middle of the Winter Quarter of 2025. Furthermore, some of the refund amounts have still not been reimbursed. (We are very grateful to our current HSO advisor, Erin, for processing the matter promptly this quarter.)

Given these circumstances, we determined that holding new events would be challenging, as additional financial issues might arise. Instead, since HSG has indeed provided funding, we have already applied for a $300 sponsorship for the Core Celebration so that we can support first-year students as well as HSG as an HSO member. We hope for your understanding regarding our decision to forgo events this quarter.",NA,NA,NA,NA,NA,NA,NA,NA,0,2,947,0,947,NA,NA
"844","PMPSA (Public Management and Policy Student Association)","cultural","services","Note: Background on Why We Did Not Hold Events This Quarter

We have already reached out to our current HSO advisor that, due to delays in the reimbursement process, we were unable to hold any events in the 2025 Winter Quarter though we got allocations from HSG.

In the 2024 Autumn Quarter, we used up all the allocated budget and successfully hosted valuable events. Following the rules, we also submitted reimbursement applications for the expenses incurred within one week of each event.

However, despite reaching out to our previous HSO advisor during the 2024 Autumn Quarter several times regarding the delay in the refund process, the actual processing did not begin until the middle of the Winter Quarter of 2025. Furthermore, some of the refund amounts have still not been reimbursed. (We are very grateful to our current HSO advisor, Erin, for processing the matter promptly this quarter.)

Given these circumstances, we determined that holding new events would be challenging, as additional financial issues might arise. Instead, since HSG has indeed provided funding, we have already applied for a $300 sponsorship for the Core Celebration so that we can support first-year students as well as HSG as an HSO member. We hope for your understanding regarding our decision to forgo events this quarter.",NA,NA,NA,NA,NA,NA,NA,NA,0,2,947,0,947,NA,NA
"845","PMPSA (Public Management and Policy Student Association)","cultural","miscellaneous","Note: Background on Why We Did Not Hold Events This Quarter

We have already reached out to our current HSO advisor that, due to delays in the reimbursement process, we were unable to hold any events in the 2025 Winter Quarter though we got allocations from HSG.

In the 2024 Autumn Quarter, we used up all the allocated budget and successfully hosted valuable events. Following the rules, we also submitted reimbursement applications for the expenses incurred within one week of each event.

However, despite reaching out to our previous HSO advisor during the 2024 Autumn Quarter several times regarding the delay in the refund process, the actual processing did not begin until the middle of the Winter Quarter of 2025. Furthermore, some of the refund amounts have still not been reimbursed. (We are very grateful to our current HSO advisor, Erin, for processing the matter promptly this quarter.)

Given these circumstances, we determined that holding new events would be challenging, as additional financial issues might arise. Instead, since HSG has indeed provided funding, we have already applied for a $300 sponsorship for the Core Celebration so that we can support first-year students as well as HSG as an HSO member. We hope for your understanding regarding our decision to forgo events this quarter.",NA,NA,NA,NA,NA,NA,NA,NA,0,2,947,0,947,NA,NA
"846","PMPSA (Public Management and Policy Student Association)","speaker","refreshments","Bridging the Gap: Women, Family, and Workplace Diversity (Guest Speaker Session)",NA,"Postponed session from last quarter. We plan to invite a professor specializing in labor economics to gain insights on creating environments where diverse individuals can fully realize their potential in both work/life. We are planning to invite Professor Asai from Harris, who specializes in the effects of family leave and child care policies on labor.",40,"FALSE","FALSE","FALSE","TRUE
(Professor Asai; woman)",3,0,2,947,0,947,NA,710
"847","PMPSA (Public Management and Policy Student Association)","speaker","supplies","Bridging the Gap: Women, Family, and Workplace Diversity (Guest Speaker Session)",NA,"Postponed session from last quarter. We plan to invite a professor specializing in labor economics to gain insights on creating environments where diverse individuals can fully realize their potential in both work/life. We are planning to invite Professor Asai from Harris, who specializes in the effects of family leave and child care policies on labor.",40,"FALSE","FALSE","FALSE","TRUE
(Professor Asai; woman)",3,0,2,947,0,947,NA,70
"848","PMPSA (Public Management and Policy Student Association)","speaker","equipment","Bridging the Gap: Women, Family, and Workplace Diversity (Guest Speaker Session)",NA,"Postponed session from last quarter. We plan to invite a professor specializing in labor economics to gain insights on creating environments where diverse individuals can fully realize their potential in both work/life. We are planning to invite Professor Asai from Harris, who specializes in the effects of family leave and child care policies on labor.",40,"FALSE","FALSE","FALSE","TRUE
(Professor Asai; woman)",3,0,2,947,0,947,NA,NA
"849","PMPSA (Public Management and Policy Student Association)","speaker","services","Bridging the Gap: Women, Family, and Workplace Diversity (Guest Speaker Session)",NA,"Postponed session from last quarter. We plan to invite a professor specializing in labor economics to gain insights on creating environments where diverse individuals can fully realize their potential in both work/life. We are planning to invite Professor Asai from Harris, who specializes in the effects of family leave and child care policies on labor.",40,"FALSE","FALSE","FALSE","TRUE
(Professor Asai; woman)",3,0,2,947,0,947,NA,NA
"850","PMPSA (Public Management and Policy Student Association)","speaker","miscellaneous","Bridging the Gap: Women, Family, and Workplace Diversity (Guest Speaker Session)",NA,"Postponed session from last quarter. We plan to invite a professor specializing in labor economics to gain insights on creating environments where diverse individuals can fully realize their potential in both work/life. We are planning to invite Professor Asai from Harris, who specializes in the effects of family leave and child care policies on labor.",40,"FALSE","FALSE","FALSE","TRUE
(Professor Asai; woman)",3,0,2,947,0,947,NA,NA
"851","PMPSA (Public Management and Policy Student Association)","workshop","refreshments","Public Finance & Transportation Session: Outlook and Challenges  (Guest Speaker Session)",NA,"This event will bring together Harris students and industry experts to discuss the challenges and opportunities in public finance and transportation, fostering dialogue and professional connections. We plan to invite a guest speaker, given his experience in aviation finance and planning, and also explore collaboration with other local organizations to enhance discussions on financing transportation and infrastructure. Additionally, if possible, we will seek guidance from Professor Marlowe to ensure effective planning and execution. This event aims to promote further interests in the transportation-focused field at Harris students while providing them with valuable networking opportunities.",40,"FALSE","FALSE","FALSE","Yes
(speakers TBD)",3,0,2,947,0,947,NA,710
"852","PMPSA (Public Management and Policy Student Association)","workshop","supplies","Public Finance & Transportation Session: Outlook and Challenges  (Guest Speaker Session)",NA,"This event will bring together Harris students and industry experts to discuss the challenges and opportunities in public finance and transportation, fostering dialogue and professional connections. We plan to invite a guest speaker, given his experience in aviation finance and planning, and also explore collaboration with other local organizations to enhance discussions on financing transportation and infrastructure. Additionally, if possible, we will seek guidance from Professor Marlowe to ensure effective planning and execution. This event aims to promote further interests in the transportation-focused field at Harris students while providing them with valuable networking opportunities.",40,"FALSE","FALSE","FALSE","Yes
(speakers TBD)",3,0,2,947,0,947,NA,70
"853","PMPSA (Public Management and Policy Student Association)","workshop","equipment","Public Finance & Transportation Session: Outlook and Challenges  (Guest Speaker Session)",NA,"This event will bring together Harris students and industry experts to discuss the challenges and opportunities in public finance and transportation, fostering dialogue and professional connections. We plan to invite a guest speaker, given his experience in aviation finance and planning, and also explore collaboration with other local organizations to enhance discussions on financing transportation and infrastructure. Additionally, if possible, we will seek guidance from Professor Marlowe to ensure effective planning and execution. This event aims to promote further interests in the transportation-focused field at Harris students while providing them with valuable networking opportunities.",40,"FALSE","FALSE","FALSE","Yes
(speakers TBD)",3,0,2,947,0,947,NA,NA
"854","PMPSA (Public Management and Policy Student Association)","workshop","services","Public Finance & Transportation Session: Outlook and Challenges  (Guest Speaker Session)",NA,"This event will bring together Harris students and industry experts to discuss the challenges and opportunities in public finance and transportation, fostering dialogue and professional connections. We plan to invite a guest speaker, given his experience in aviation finance and planning, and also explore collaboration with other local organizations to enhance discussions on financing transportation and infrastructure. Additionally, if possible, we will seek guidance from Professor Marlowe to ensure effective planning and execution. This event aims to promote further interests in the transportation-focused field at Harris students while providing them with valuable networking opportunities.",40,"FALSE","FALSE","FALSE","Yes
(speakers TBD)",3,0,2,947,0,947,NA,NA
"855","PMPSA (Public Management and Policy Student Association)","workshop","miscellaneous","Public Finance & Transportation Session: Outlook and Challenges  (Guest Speaker Session)",NA,"This event will bring together Harris students and industry experts to discuss the challenges and opportunities in public finance and transportation, fostering dialogue and professional connections. We plan to invite a guest speaker, given his experience in aviation finance and planning, and also explore collaboration with other local organizations to enhance discussions on financing transportation and infrastructure. Additionally, if possible, we will seek guidance from Professor Marlowe to ensure effective planning and execution. This event aims to promote further interests in the transportation-focused field at Harris students while providing them with valuable networking opportunities.",40,"FALSE","FALSE","FALSE","Yes
(speakers TBD)",3,0,2,947,0,947,NA,NA
"856","PMPSA (Public Management and Policy Student Association)","social","refreshments","Board Member Handover Meeting",NA,"We will hold a meeting to officially hand over responsibilities to the next board members in preparation for the operation of PMPSA in the upcoming academic year.　We will conduct the approval process for the nominated next board members and provide an explanation of their responsibilities.",15,"FALSE","FALSE","FALSE","FALSE",3,0,2,947,0,947,NA,240
"857","PMPSA (Public Management and Policy Student Association)","social","supplies","Board Member Handover Meeting",NA,"We will hold a meeting to officially hand over responsibilities to the next board members in preparation for the operation of PMPSA in the upcoming academic year.　We will conduct the approval process for the nominated next board members and provide an explanation of their responsibilities.",15,"FALSE","FALSE","FALSE","FALSE",3,0,2,947,0,947,NA,40
"858","PMPSA (Public Management and Policy Student Association)","social","equipment","Board Member Handover Meeting",NA,"We will hold a meeting to officially hand over responsibilities to the next board members in preparation for the operation of PMPSA in the upcoming academic year.　We will conduct the approval process for the nominated next board members and provide an explanation of their responsibilities.",15,"FALSE","FALSE","FALSE","FALSE",3,0,2,947,0,947,NA,NA
"859","PMPSA (Public Management and Policy Student Association)","social","services","Board Member Handover Meeting",NA,"We will hold a meeting to officially hand over responsibilities to the next board members in preparation for the operation of PMPSA in the upcoming academic year.　We will conduct the approval process for the nominated next board members and provide an explanation of their responsibilities.",15,"FALSE","FALSE","FALSE","FALSE",3,0,2,947,0,947,NA,NA
"860","PMPSA (Public Management and Policy Student Association)","social","miscellaneous","Board Member Handover Meeting",NA,"We will hold a meeting to officially hand over responsibilities to the next board members in preparation for the operation of PMPSA in the upcoming academic year.　We will conduct the approval process for the nominated next board members and provide an explanation of their responsibilities.",15,"FALSE","FALSE","FALSE","FALSE",3,0,2,947,0,947,NA,NA
"861","Rural America Caucus","social","refreshments","Melting Potluck II: Serving the Southside",30,NA,NA,NA,NA,NA,NA,NA,113,3,1535.67,500,2035.67,NA,NA
"862","Rural America Caucus","social","supplies","Melting Potluck II: Serving the Southside",30,NA,NA,NA,NA,NA,NA,NA,113,3,1535.67,500,2035.67,NA,NA
"863","Rural America Caucus","social","equipment","Melting Potluck II: Serving the Southside",30,NA,NA,NA,NA,NA,NA,NA,113,3,1535.67,500,2035.67,NA,NA
"864","Rural America Caucus","social","services","Melting Potluck II: Serving the Southside",30,NA,NA,NA,NA,NA,NA,NA,113,3,1535.67,500,2035.67,NA,NA
"865","Rural America Caucus","social","miscellaneous","Melting Potluck II: Serving the Southside",30,NA,NA,NA,NA,NA,NA,NA,113,3,1535.67,500,2035.67,NA,NA
"866","Rural America Caucus","speaker","refreshments","Town Hall on Rural Fisheries",72.52,NA,NA,NA,NA,NA,NA,NA,113,3,1535.67,500,2035.67,NA,NA
"867","Rural America Caucus","speaker","supplies","Town Hall on Rural Fisheries",72.52,NA,NA,NA,NA,NA,NA,NA,113,3,1535.67,500,2035.67,NA,NA
"868","Rural America Caucus","speaker","equipment","Town Hall on Rural Fisheries",72.52,NA,NA,NA,NA,NA,NA,NA,113,3,1535.67,500,2035.67,NA,NA
"869","Rural America Caucus","speaker","services","Town Hall on Rural Fisheries",72.52,NA,NA,NA,NA,NA,NA,NA,113,3,1535.67,500,2035.67,NA,NA
"870","Rural America Caucus","speaker","miscellaneous","Town Hall on Rural Fisheries",72.52,NA,NA,NA,NA,NA,NA,NA,113,3,1535.67,500,2035.67,NA,NA
"871","Rural America Caucus","speaker","refreshments","Town Hall on Bird Flu",146.65,NA,NA,NA,NA,NA,NA,NA,113,3,1535.67,500,2035.67,NA,NA
"872","Rural America Caucus","speaker","supplies","Town Hall on Bird Flu",146.65,NA,NA,NA,NA,NA,NA,NA,113,3,1535.67,500,2035.67,NA,NA
"873","Rural America Caucus","speaker","equipment","Town Hall on Bird Flu",146.65,NA,NA,NA,NA,NA,NA,NA,113,3,1535.67,500,2035.67,NA,NA
"874","Rural America Caucus","speaker","services","Town Hall on Bird Flu",146.65,NA,NA,NA,NA,NA,NA,NA,113,3,1535.67,500,2035.67,NA,NA
"875","Rural America Caucus","speaker","miscellaneous","Town Hall on Bird Flu",146.65,NA,NA,NA,NA,NA,NA,NA,113,3,1535.67,500,2035.67,NA,NA
"876","Rural America Caucus","speaker","refreshments","Women, Textiles, & Development",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,NA,NA
"877","Rural America Caucus","speaker","supplies","Women, Textiles, & Development",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,NA,NA
"878","Rural America Caucus","speaker","equipment","Women, Textiles, & Development",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,NA,NA
"879","Rural America Caucus","speaker","services","Women, Textiles, & Development",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,NA,NA
"880","Rural America Caucus","speaker","miscellaneous","Women, Textiles, & Development",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,NA,NA
"881","Rural America Caucus","speaker","refreshments","Indigenous Rights and Sovereignty",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,"Mid May, 2025",355.76
"882","Rural America Caucus","speaker","supplies","Indigenous Rights and Sovereignty",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,"Mid May, 2025",NA
"883","Rural America Caucus","speaker","equipment","Indigenous Rights and Sovereignty",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,"Mid May, 2025",NA
"884","Rural America Caucus","speaker","services","Indigenous Rights and Sovereignty",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,"Mid May, 2025",NA
"885","Rural America Caucus","speaker","miscellaneous","Indigenous Rights and Sovereignty",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,"Mid May, 2025",NA
"886","Rural America Caucus","community engagement","refreshments","Farm Field Trip with HEEA",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,"Mid May, 2025",NA
"887","Rural America Caucus","community engagement","supplies","Farm Field Trip with HEEA",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,"Mid May, 2025",NA
"888","Rural America Caucus","community engagement","equipment","Farm Field Trip with HEEA",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,"Mid May, 2025",NA
"889","Rural America Caucus","community engagement","services","Farm Field Trip with HEEA",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,"Mid May, 2025",300
"890","Rural America Caucus","community engagement","miscellaneous","Farm Field Trip with HEEA",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,"Mid May, 2025",NA
"891","Rural America Caucus","speaker","refreshments","Rural Public Financing with PFA",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,"TBD",50
"892","Rural America Caucus","speaker","supplies","Rural Public Financing with PFA",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,"TBD",NA
"893","Rural America Caucus","speaker","equipment","Rural Public Financing with PFA",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,"TBD",NA
"894","Rural America Caucus","speaker","services","Rural Public Financing with PFA",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,"TBD",NA
"895","Rural America Caucus","speaker","miscellaneous","Rural Public Financing with PFA",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,"TBD",NA
"896","Rural America Caucus","speaker","refreshments","Discussion with Congressman Tom McClintock",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,"Late April, 2025",273.55
"897","Rural America Caucus","speaker","supplies","Discussion with Congressman Tom McClintock",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,"Late April, 2025",NA
"898","Rural America Caucus","speaker","equipment","Discussion with Congressman Tom McClintock",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,"Late April, 2025",NA
"899","Rural America Caucus","speaker","services","Discussion with Congressman Tom McClintock",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,"Late April, 2025",NA
"900","Rural America Caucus","speaker","miscellaneous","Discussion with Congressman Tom McClintock",NA,NA,NA,NA,NA,NA,NA,5,113,3,1535.67,500,2035.67,"Late April, 2025",NA
"901","South Asian Student Policy Association","speaker","refreshments","Bangladesh Talk",345.88,NA,NA,NA,NA,NA,NA,NA,0,1,2504,0,2504,NA,NA
"902","South Asian Student Policy Association","speaker","supplies","Bangladesh Talk",345.88,NA,NA,NA,NA,NA,NA,NA,0,1,2504,0,2504,NA,NA
"903","South Asian Student Policy Association","speaker","equipment","Bangladesh Talk",345.88,NA,NA,NA,NA,NA,NA,NA,0,1,2504,0,2504,NA,NA
"904","South Asian Student Policy Association","speaker","services","Bangladesh Talk",345.88,NA,NA,NA,NA,NA,NA,NA,0,1,2504,0,2504,NA,NA
"905","South Asian Student Policy Association","speaker","miscellaneous","Bangladesh Talk",345.88,NA,NA,NA,NA,NA,NA,NA,0,1,2504,0,2504,NA,NA
"906","South Asian Student Policy Association","social","refreshments","Eid Milan Party",NA,"For the First time in Uchicago Campus history, SASPA is organizing an event to celebrate muslim Eid in South Asian style, inviting Muslims and other community members to celebrate inclusivity and tolerance",70,"FALSE","FALSE","FALSE","FALSE",2,0,1,2504,0,2504,NA,500
"907","South Asian Student Policy Association","social","supplies","Eid Milan Party",NA,"For the First time in Uchicago Campus history, SASPA is organizing an event to celebrate muslim Eid in South Asian style, inviting Muslims and other community members to celebrate inclusivity and tolerance",70,"FALSE","FALSE","FALSE","FALSE",2,0,1,2504,0,2504,NA,100
"908","South Asian Student Policy Association","social","equipment","Eid Milan Party",NA,"For the First time in Uchicago Campus history, SASPA is organizing an event to celebrate muslim Eid in South Asian style, inviting Muslims and other community members to celebrate inclusivity and tolerance",70,"FALSE","FALSE","FALSE","FALSE",2,0,1,2504,0,2504,NA,NA
"909","South Asian Student Policy Association","social","services","Eid Milan Party",NA,"For the First time in Uchicago Campus history, SASPA is organizing an event to celebrate muslim Eid in South Asian style, inviting Muslims and other community members to celebrate inclusivity and tolerance",70,"FALSE","FALSE","FALSE","FALSE",2,0,1,2504,0,2504,NA,NA
"910","South Asian Student Policy Association","social","miscellaneous","Eid Milan Party",NA,"For the First time in Uchicago Campus history, SASPA is organizing an event to celebrate muslim Eid in South Asian style, inviting Muslims and other community members to celebrate inclusivity and tolerance",70,"FALSE","FALSE","FALSE","FALSE",2,0,1,2504,0,2504,NA,NA
"911","South Asian Student Policy Association","community engagement","refreshments","Pakistan Foreign Minister Visit",NA,"Pakistan's Former Climate/Foreign minister is visiting Keller to talk about ""Climate Reselience in Hard Times""",50,"FALSE","FALSE","FALSE","FALSE",2,0,1,2504,0,2504,NA,400
"912","South Asian Student Policy Association","community engagement","supplies","Pakistan Foreign Minister Visit",NA,"Pakistan's Former Climate/Foreign minister is visiting Keller to talk about ""Climate Reselience in Hard Times""",50,"FALSE","FALSE","FALSE","FALSE",2,0,1,2504,0,2504,NA,30
"913","South Asian Student Policy Association","community engagement","equipment","Pakistan Foreign Minister Visit",NA,"Pakistan's Former Climate/Foreign minister is visiting Keller to talk about ""Climate Reselience in Hard Times""",50,"FALSE","FALSE","FALSE","FALSE",2,0,1,2504,0,2504,NA,NA
"914","South Asian Student Policy Association","community engagement","services","Pakistan Foreign Minister Visit",NA,"Pakistan's Former Climate/Foreign minister is visiting Keller to talk about ""Climate Reselience in Hard Times""",50,"FALSE","FALSE","FALSE","FALSE",2,0,1,2504,0,2504,NA,NA
"915","South Asian Student Policy Association","community engagement","miscellaneous","Pakistan Foreign Minister Visit",NA,"Pakistan's Former Climate/Foreign minister is visiting Keller to talk about ""Climate Reselience in Hard Times""",50,"FALSE","FALSE","FALSE","FALSE",2,0,1,2504,0,2504,NA,NA
"916","The African Perspective","workshop","refreshments","Career Development Workshop",756,NA,NA,NA,NA,NA,NA,NA,306,4,129.97,0,129.97,NA,NA
"917","The African Perspective","workshop","supplies","Career Development Workshop",756,NA,NA,NA,NA,NA,NA,NA,306,4,129.97,0,129.97,NA,NA
"918","The African Perspective","workshop","equipment","Career Development Workshop",756,NA,NA,NA,NA,NA,NA,NA,306,4,129.97,0,129.97,NA,NA
"919","The African Perspective","workshop","services","Career Development Workshop",756,NA,NA,NA,NA,NA,NA,NA,306,4,129.97,0,129.97,NA,NA
"920","The African Perspective","workshop","miscellaneous","Career Development Workshop",756,NA,NA,NA,NA,NA,NA,NA,306,4,129.97,0,129.97,NA,NA
"921","The African Perspective","speaker","refreshments","Podcast Launch Event",682,NA,NA,NA,NA,NA,NA,NA,306,4,129.97,0,129.97,NA,NA
"922","The African Perspective","speaker","supplies","Podcast Launch Event",682,NA,NA,NA,NA,NA,NA,NA,306,4,129.97,0,129.97,NA,NA
"923","The African Perspective","speaker","equipment","Podcast Launch Event",682,NA,NA,NA,NA,NA,NA,NA,306,4,129.97,0,129.97,NA,NA
"924","The African Perspective","speaker","services","Podcast Launch Event",682,NA,NA,NA,NA,NA,NA,NA,306,4,129.97,0,129.97,NA,NA
"925","The African Perspective","speaker","miscellaneous","Podcast Launch Event",682,NA,NA,NA,NA,NA,NA,NA,306,4,129.97,0,129.97,NA,NA
"926","The African Perspective","speaker","refreshments","Taste of Africa",2900,NA,NA,NA,NA,NA,NA,NA,306,4,129.97,0,129.97,NA,NA
"927","The African Perspective","speaker","supplies","Taste of Africa",2900,NA,NA,NA,NA,NA,NA,NA,306,4,129.97,0,129.97,NA,NA
"928","The African Perspective","speaker","equipment","Taste of Africa",2900,NA,NA,NA,NA,NA,NA,NA,306,4,129.97,0,129.97,NA,NA
"929","The African Perspective","speaker","services","Taste of Africa",2900,NA,NA,NA,NA,NA,NA,NA,306,4,129.97,0,129.97,NA,NA
"930","The African Perspective","speaker","miscellaneous","Taste of Africa",2900,NA,NA,NA,NA,NA,NA,NA,306,4,129.97,0,129.97,NA,NA
"931","The African Perspective","speaker","refreshments","Eastern DRC",800,NA,NA,NA,NA,NA,NA,NA,306,4,129.97,0,129.97,NA,NA
